,id,title,release_date,overview,popularity,vote_average,vote_count
9677,40969,Terror Train,1980-09-22,A masked killer targets six college kids responsible for a prank gone wrong three years earlier and who are currently throwing a large New Year's Eve costume party aboard a moving train.,1.3717,5.743,315
9678,10053,When a Stranger Calls,2006-02-03,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",3.499,5.743,1158
9679,557946,Last Looks,2022-01-27,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",1.8823,5.742,382
9680,370567,Sherlock Gnomes,2018-03-15,Garden gnomes Gnomeo & Juliet recruit renown detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.,2.9716,5.742,781
9681,124459,The Incredible Burt Wonderstone,2013-03-14,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",3.3356,5.742,1553
9682,10035,100 Girls,2000-09-01,"Matthew, a college freshman, meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl among a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",2.8325,5.742,493
9683,6641,Love and Other Disasters,2006-09-09,"Flighty Emily ""Jacks"" Jackson works for the British edition of Vogue magazine. Rather than pursue a relationship, Jacks regularly hooks up with her devoted ex-boyfriend, James Wildstone, and lives with Peter Simon, a gay screenwriter. When Jacks meets Argentinian photographer's assistant Paolo Sarmiento, she assumes he is gay and tries to bring him and Peter together, unaware that Paolo is straight and in love with her.",1.8463,5.742,351
9684,987686,A Family Affair,2024-06-27,The only thing worse than being the assistant to a high-maintenance movie star who doesn't take you seriously? Finding out he's smitten with your mom.,3.4476,5.741,743
9685,9877,Urban Legend,1998-09-25,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,3.5741,5.742,1491
9686,4954,Drop Zone,1994-12-08,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.",2.4186,5.741,468
9687,382597,R.A.I.D. Special Unit,2017-02-01,"The story of a woman who dreams to join an intervention group in the police department called RAID. Unfortunately, she is rather clumsy and both her family (and soon to be family-in-law) and a veteran of the RAID do not approve. However, Johanna is determined to prove them wrong.",2.8963,5.74,951
9688,10823,Children of the Corn,1984-03-09,A traveling couple end up in an abandoned Nebraska town inhabited by a cult of murderous children who worship a demon that lives in the local cornfields.,3.848,5.74,1142
9689,10040,Miss Congeniality 2: Armed and Fabulous,2005-03-11,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",3.5481,5.74,1982
9690,312831,The Hallow,2015-11-06,"Deep within the darkness of secluded forest land in rural Ireland dwells an ancient evil. Feared by the nearby superstitious villagers as cursed creatures who prey upon the lost, their secrets have been kept from civilization and remain on their hallowed ground. But when a conservationist from London moves in with his wife and infant child in order to survey the land for future construction, his actions unwittingly disturb the horde of demonic forces. Alone in a remote wilderness, he must now ensure his family's survival from their relentless attacks.",1.4055,5.739,691
9691,171424,The Green Inferno,2013-09-08,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",4.5988,5.739,1605
9692,748167,Uglies,2024-09-12,"In a futuristic dystopia with enforced beauty standards, a teen awaiting mandatory cosmetic surgery embarks on a journey to find her missing friend.",2.6795,5.738,950
9693,366668,Playmobil: The Movie,2019-06-10,Marla is forced to abandon her carefully structured life to embark on an epic journey to find her younger brother Charlie who has disappeared into the vast and wondrous animated world of Playmobil toys.,2.9632,5.738,314
9694,268920,Hot Pursuit,2015-05-08,"Straight-arrow policewoman Cooper is excited and thrilled about her next assignment. Her task is to escort Daniella Riva, a wisecracking Colombian beauty, from San Antonio to Dallas so both she and her husband can testify against a drug lord. Plans go awry when Mr. Riva gets ambushed, leaving Daniella a widow. Cooper and her witness must now use their wits to escape from crooked cops and murderous gunmen, while not killing each other in the process.",4.5259,5.738,1747
9695,215379,Young Ones,2014-06-28,"In a future where water is scarce, a farmer defends his land and hopes to rejuvenate his parched soil. However, his daughter's boyfriend schemes to steal the land for himself.",1.4029,5.738,336
9696,48988,Hall Pass,2011-02-25,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",3.8876,5.737,2153
9697,10344,The Fly II,1989-02-10,"Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.",2.5819,5.737,738
9698,790462,I.S.S.,2024-01-19,Tensions flare in the near future aboard the International Space Station as a conflict breaks out on Earth. U.S. and Russian astronauts receive orders from the ground: take control of the station by any means necessary.,2.7505,5.7,409
9699,760873,The Colony,2021-08-26,"In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",7.2613,5.736,362
9700,273169,French Women,2014-06-04,"A story about 11 girls living in Paris. Each of them has its own problems: career, love life, children. Every girl has their complexes and virtues. They always look elegant, hiding their inner feelings. Will they reach all the goals and overcome all their difficulties?",1.2888,5.736,386
9701,209189,Life of Crime,2013-09-14,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,2.5343,5.736,432
9702,85735,Love Lasts Three Years,2011-12-10,"A heartbroken literary critic turns his despair into creativity following a bitter divorce, only to encounter an enchanting beauty who poses a major challenge to his newfound cynicism. Marc Marronnier thought his marriage was going well until his wife deemed him immature, and left him for a high-profile writer. Devastated, he began filtering all of his heartache into a misanthropic manuscript decrying the virtues of true love. But later, when Marc falls hard for his cousin's radiant and gorgeous wife, his entire life is turned upside down. Louise Bourgoin and Gaspard Proust star in a film by actor and author-turned-director Frederic Beigbeder.",1.3291,5.736,430
9703,14098,100 Feet,2008-07-22,"After Marnie Watson kills her abusive husband in self-defense, she is condemned to house arrest... only to discover that the house is possessed by the enraged and violent spirit of her dead husband.",1.8745,5.736,347
9704,10905,The Man with One Red Shoe,1985-07-18,A man is mistaken as a spy by the CIA when he arrives at the airport with one red shoe.,2.5441,5.736,313
9705,10771,The Tuxedo,2002-09-27,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",5.0337,5.734,2199
9706,8870,Red Planet,2000-11-10,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",2.9787,5.736,1183
9707,306964,Tales of Halloween,2015-10-16,"Ten stories from horror's top directors. Ghosts, ghouls, monsters, and the devil delight in terrorizing unsuspecting residents of a suburban neighborhood on Halloween night. This creepy anthology combines classic Halloween tales with the stuff of nightmares.",1.8679,5.735,535
9708,811631,Infinite Storm,2022-03-25,One woman's journey for self-discovery and turns into a harrowing tale of survival.,3.1351,5.734,361
9709,486103,My Big Gay Italian Wedding,2018-03-01,"A father, who calls himself ""open"" and tolerant and fights against any form of discrimination, reveals himself as not so liberal when his son announces the engagement to his partner. Overwhelmed by the news, he regresses into the most fierce opponent of same-sex marriage, and tries to undermine his son's happiness with a series of embarrassing situations.",1.134,5.734,318
9710,52214,A Beautiful Wife,2007-12-14,"Mariano has been married for 10 years with Miranda, a woman way out of his league. Their small-town life is disrupted by womanizing photographer Andrea, who — struck by her good looks — offers Miranda a one-time modelling job. Albeit hesitant, the couple eventually accepts his invitation to the Seychelles...",1.0622,5.733,485
9711,41517,Ra.One,2011-10-24,"When the titular antagonist of an action game takes on physical form, it's up to the game's less powerful protagonist to save the world.",2.0016,5.7,387
9712,614911,The Midnight Sky,2020-12-10,A lone scientist in the Arctic races to contact a crew of astronauts returning home to a mysterious global catastrophe.,3.0793,5.732,2043
9713,304372,The Perfect Guy,2015-09-11,"With a fulfilling career and a loving relationship, lobbyist Leah Vaughn seems to have it all. Things come crashing down when Dave, her long-term boyfriend, disagrees with her future plans for marriage and a family. The resulting painful breakup leaves Leah heartbroken, until she meets the charming and handsome Carter Duncan. Soon, the budding romance turns dangerous as Carter reveals his volatile nature, forcing Leah to break up with the man she thought was Mr. Right. She soon realizes that Carter doesn't want to let her go.",1.6809,5.732,342
9714,844417,Marlowe,2023-02-15,Private detective Philip Marlowe becomes embroiled in an investigation involving a wealthy Californian family after a beautiful blonde hires him to track down her former lover.,2.9305,5.73,442
9715,11472,Nine Months,1995-07-12,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",2.1129,5.73,714
9716,10799,Empire of the Wolves,2005-04-20,"When the young detective Paul Nerteaux finds the third slashed female corpse of illegal Turkish immigrants, he decides to ask for support to the experienced dark retired detective Jean-Louis Schiffer to chase the serial killer. Together, they infiltrate in the Turkish mafia trying to find the answer to the crimes. Meanwhile, the worker Anna Heymes is being submitted to a brain treatment and has severe headaches and glimpses of memories and visions. When these two parallel events collide, disclose that the Turkish organization ""The Wolves"" is behind them.",2.1302,5.73,328
9717,8920,Garfield,2004-06-10,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",6.3874,5.73,4278
9718,172,Star Trek V: The Final Frontier,1989-06-09,A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,7.3763,5.73,1319
9719,1323784,Bad Influence,2025-01-24,An ex-con gets a fresh start when hired to protect a wealthy heiress from a stalker — but their chemistry is hard to resist as they grow closer.,6.2464,5.728,301
9720,531499,The Tax Collector,2020-08-07,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,3.1122,5.728,551
9721,347945,Synchronicity,2015-07-22,"A daring physicist travels into the past to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",1.2788,5.728,412
9722,15566,Surviving Christmas,2004-09-21,"A wealthy executive, Drew Latham (Ben Affleck) has no close relationships and becomes nostalgic for his childhood home as Christmas approaches. When he visits the house and finds another family living there, he offers the residents, Tom Valco (James Gandolfini) and his wife, Christine (Catherine O'Hara), a large sum of money to pretend they are his parents. Soon Drew tests the couple's patience, and, when their daughter, Alicia (Christina Applegate), arrives, things get increasingly tense.",2.6883,5.728,593
9723,11132,Confessions of a Teenage Drama Queen,2004-02-17,"After moving to New Jersey, Lola bags a coveted role in a school play, which earns her the wrath of Carla, the most popular girl in school, who will do anything to ruin Lola's life.",2.987,5.7,957
9724,9562,Timeline,2003-11-26,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,4.5375,5.728,1185
9725,3050,Doctor Dolittle,1998-06-26,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",5.3883,5.728,3321
9726,772272,Tall Girl 2,2022-02-10,"After Jodi Kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to ""stand tall"".",3.2547,5.727,415
9727,469916,Downrange,2018-05-25,"Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.",1.7245,5.727,342
9728,14123,Bratz,2007-08-03,"The popular Bratz dolls come to life in their first live-action feature film. Finding themselves being pulled further and further apart, the fashionable four band together to fight peer pressure, learn what it means to stand up for your friends, be true to oneself and live out your dreams.",2.3008,5.727,476
9729,10891,Tremors 4: The Legend Begins,2004-01-02,"In 1889, seventeen men die under mysterious circumstances, and spooked by recent events, the miners who populate the town leave in droves until there's nothing left but a shell of a community.",2.7683,5.727,532
9730,9757,Norbit,2007-02-08,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",9.0233,5.727,2656
9731,413998,My Cousin Rachel,2017-06-08,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",2.3563,5.726,623
9732,276488,Let Us Prey,2014-04-17,"Rachel, a rookie cop, is about to begin her first night shift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and All Hell Will Break Loose!",1.4585,5.726,368
9733,109513,Hit & Run,2012-08-22,"When former getaway driver Charlie Bronson jeopardises his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles, the feds and Charlie's former gang chase them on the road.",1.8904,5.726,583
9734,15681,Ex,2009-02-06,"Six people struggling with their relationship, or lack thereof, cross paths with their respective exes — and discover they might still harbor feelings for each other.",1.0401,5.726,467
9735,115348,Paranoia,2013-08-14,"An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price—he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",2.6709,5.725,918
9736,17941,Hush,1998-03-06,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",1.9382,5.725,329
9737,336455,Viral,2016-02-18,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",3.1135,5.723,582
9738,59115,Quarantine 2: Terminal,2011-06-16,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,5.637,5.7,636
9739,567971,Vampires vs. the Bronx,2020-10-02,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,1.7523,5.722,322
9740,340601,Delirium,2018-05-10,"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.",2.3151,5.722,338
9741,38778,Dinner for Schmucks,2010-07-30,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",3.44,5.722,1953
9742,10327,"Legally Blonde 2: Red, White & Blonde",2003-07-02,"Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",7.3094,5.722,1772
9743,13713,Jean-Philippe,2006-04-05,"A bourgeois office drone whose raison d'être is the music of French rocker Johnny Hallyday awakens one day in an alternate universe where the famed musician never recorded a single song. When he’s not at the office dutifully plugging-away, Fabrice lives a deadly dull life.",1.4754,5.728,327
9744,10661,You Don't Mess with the Zohan,2008-06-05,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,7.3461,5.721,4109
9745,869291,Cuckoo,2024-02-16,"After reluctantly moving to the German Alps with her father and his new family, Gretchen discovers that their new town hides sinister secrets, as she's plagued by strange noises and frightening visions of a woman pursuing her.",2.8391,5.719,557
9746,13476,Win a Date with Tad Hamilton!,2004-01-23,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.",2.1547,5.719,518
9747,5552,Immortal,2004-03-13,"In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.",1.8281,5.718,456
9748,480105,47 Meters Down: Uncaged,2019-08-15,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.",3.5858,5.717,1536
9749,376865,High Life,2018-09-26,"Monte and his daughter are the last survivors of a damned and dangerous mission to deep space. The crew—death-row inmates led by a doctor with sinister motives—has vanished. As the mystery of what happened onboard the ship is unraveled, father and daughter must rely on each other to survive as they hurtle toward the oblivion of a black hole.",3.4987,5.717,1241
9750,371608,The Strangers: Prey at Night,2018-03-07,"A family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family's every limit as they struggle to survive.",4.1987,5.7,1517
9751,9292,Hudson Hawk,1991-05-23,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",2.8689,5.717,1149
9752,384682,Office Christmas Party,2016-11-25,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",3.1576,5.716,2236
9753,11637,Are We There Yet?,2005-01-20,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",2.7978,5.716,1070
9754,9623,The Juror,1996-02-02,"Struggling single mother Annie Laird impulsively agrees to serve on a jury, hoping for a little excitement in her humdrum life. But she gets far more than she bargained for when she's forced to sacrifice the truth to save her son from the mob's seductive, psychotic enforcer.",3.1412,5.716,449
9755,1097549,Babygirl,2024-12-25,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,13.7001,5.715,1246
9756,385360,Billionaire Boys Club,2018-07-19,A group of wealthy boys in Los Angeles during the early 1980s establishes a get rich quick scam that turns deadly.,2.2965,5.715,508
9757,89455,360,2012-07-25,"A disparate group of characters unknowingly bond by the sexual choices they make. Consumed by loneliness, a British businessman ponders a rendezvous with a prostitute. The businessman's wife prepares to call it quits with her younger lover. A Brazilian student breaks up with her boyfriend in London. A recovering alcoholic travels to Phoenix in search of his missing daughter. A paroled sex offender struggles to stay composed when propositioned in a Denver airport. A widower's religious devotion is put to a difficult test.",1.627,5.715,305
9758,11467,America's Sweethearts,2001-07-17,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",2.9222,5.715,901
9759,85435,A Few Best Men,2012-01-05,A groom and his three best men travel to the Australian outback for a wedding.,1.7006,5.713,453
9760,36599,Prom Night,1980-07-18,"At a high school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years prior.",3.165,5.713,504
9761,9616,The Order,2003-09-05,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",2.732,5.713,385
9762,728949,Nightbitch,2024-12-06,"A woman, thrown into the stay-at-home routine of raising a toddler in the suburbs, slowly embraces the feral power deeply rooted in motherhood, as she becomes increasingly aware of the bizarre and undeniable signs that she may be turning into a dog.",2.8031,5.712,379
9763,2928,Michael,1996-12-25,Tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her.,1.8365,5.712,691
9764,499726,MILF,2018-05-02,"Three childhood friends - Elise, Sonia and Cecile - leave for a summer in the South of France to help clear Cecile’s holiday house before it is put up for sale. There, they soon become the prime targets of three horny young men, for whom these single forty-year-old women are much more attractive than girls their age.",3.8967,5.712,598
9765,541560,The Wind,2018-05-05,"Lizzy is a tough, resourceful frontierswoman settling a remote stretch of land on the 19th-century American frontier. Isolated from civilization in a desolate wilderness where the wind never stops howling, she begins to sense a sinister presence that seems to be borne of the land itself, and when a newlywed couple arrive at a nearby homestead, their presence amplifies Lizzy's fears, setting into motion a shocking chain of events.",1.3011,5.71,366
9766,492611,The Turning,2020-01-23,"A young woman quits her teaching job to become a private tutor and governess for two wealthy young kids, but soon starts to suspect there’s more to their house than meets the eye.",2.2433,5.708,1036
9767,248574,Barely Lethal,2015-04-23,"A 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. She quickly learns that being popular can be more painful than getting water-boarded.",2.9627,5.709,1117
9768,156547,Us in the U.S.,2013-01-03,"Five people who never met are convened by a notary for the reading of a will, and learn they are all brothers and sisters, children of the same father. They’ll share a large inheritance if they can deliver the ashes to their father’s favorite lake in Arizona.",0.4535,5.709,308
9769,631060,Things Heard & Seen,2021-04-29,A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.,3.2833,5.708,1093
9770,25137,Beyond a Reasonable Doubt,2009-02-05,Remake of a 1956 Fritz Lang film in which a novelist's investigation of a dirty district attorney leads to a setup within the courtroom.,2.2008,5.708,351
9771,8860,Metro,1997-01-16,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars.",2.316,5.708,623
9772,2155,Reindeer Games,2000-02-25,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",2.8057,5.708,740
9773,416051,Based on a True Story,2017-11-01,"Delphine is the author of an autobiographical novel that has become a bestseller. Exhausted by the promotional tour, just when she feels out of place, paralyzed by the idea of having to start writing again, she meets Elle, a young, attractive, intelligent, intuitive woman who seems to understand her better than anyone.",1.5437,5.707,523
9774,389053,The Do-Over,2016-05-27,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,2.9551,5.707,1617
9775,265208,Wild Card,2015-01-14,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",6.0783,5.7,1958
9776,60747,Red Dawn,2012-03-15,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",4.7352,5.707,1756
9777,55301,Alvin and the Chipmunks: Chipwrecked,2011-12-14,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",5.9318,5.7,2373
9778,27726,Q,1982-09-08,"A fleeing gangland flunky discovers the New York nest of Aztec deity Quetzalcoatl, the man-eating flying serpent.",1.5639,5.707,498
9779,12192,Pathology,2008-04-11,"Medical student Ted Grey graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",3.1322,5.707,522
9780,463053,Ibiza,2018-05-25,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,1.2849,5.706,1189
9781,310126,"The Rich, the Pauper and the Butler",2014-12-11,"A wealthy broker, his loyal butler, and a poor street seller all see their social positions change in a twist of fate.",0.4123,5.706,892
9782,94363,Hick,2012-05-11,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,1.7457,5.706,452
9783,144789,I'm So Excited!,2013-03-08,"Something has gone wrong with the landing gear of a plane en route from Madrid to Mexico City. The group of eccentric travelers on the flight, defenseless in the face of danger, indulge in colourful confessionals, while the outlandish crew attempts to find ways to entertain them.",2.1435,5.704,721
9784,23823,Wrong Turn 3: Left for Dead,2009-10-08,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",8.694,5.7,1297
9785,15159,The Pink Panther 2,2009-02-06,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",3.0512,5.704,1283
9786,6948,The Woods,2006-04-24,"In 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents.",1.7014,5.704,304
9787,6071,Kiss of Death,1995-04-21,"Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so-called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want Little Junior Brown.",2.7718,5.7,365
9788,485811,Redcon-1,2018-09-07,"After a zombie apocalypse spreads from a London prison, the UK is brought to its knees. The spread of the virus is temporarily contained but, without a cure, it’s only a matter of time before it breaks its boundaries and the biggest problem of all… any zombies with combat skills are now enhanced. With the South East of England quarantined from the rest of the world using fortified borders, intelligence finds that the scientist responsible for the outbreak is alive and well in London. With his recovery being the only hope of a cure, a squad of eight Special Forces soldiers is sent on a suicide mission to the city, now ruled by the undead, with a single task: get him out alive within 72 hours by any means necessary. What emerges is an unlikely pairing on a course to save humanity against ever-rising odds.",2.4921,5.703,330
9789,193687,Z for Zachariah,2015-08-13,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",1.8178,5.703,1005
9790,70435,Haywire,2011-11-01,A black ops soldier seeks payback after she is betrayed and left for dead.,3.2666,5.703,1498
9791,26263,Death Wish 4: The Crackdown,1987-06-11,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey takes on the local drug cartel.",2.4878,5.703,355
9792,1053544,The Abyss,2023-09-15,"As the Swedish town of Kiruna sinks, Frigga finds herself torn between her family and her job as security chief at the world's largest underground mine.",2.2394,5.702,320
9793,167810,Lost River,2015-04-08,"Billy, a single mother of two, is led into a macabre underworld while her teenage son, Bones, discovers a secret road leading to an underwater town. Both Billy and Bones must dive deep into the mystery if their family is to survive.",1.7547,5.702,643
9794,28665,Fame,2009-09-23,"At New York's High School of Performing Arts, students from all walks of life get the chance to hone their skills as singers, actors, dancers, and more. Over four years, these young men and women will see if they truly have the dedication and talent to achieve success, while still juggling regular schoolwork, feelings of self-doubt, and budding romances.",2.0398,5.702,382
9795,20856,Aliens in the Attic,2009-07-30,A group of kids must protect their vacation home from invading aliens.,3.8551,5.702,1068
